ngram,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
gol,1.2978541103523917e-07,2.4971859053533406e-06,2.716146263699463e-06,5.53460891791409e-07,1.399967920410074e-06,1.4536685165868057e-06,1.9040486141706793e-06,1.2011524391342797e-06,1.3363672740072143e-06,3.3442940564565634e-07,3.175897326255609e-07,3.580033149708368e-06,6.0324267783545896e-06,0.0,5.737923234134312e-06,2.0553115293359496e-06
tig,2.953812546460938e-06,5.535775473810941e-06,4.3553115218845655e-05,3.206338270019152e-05,0.0,1.8797918865207633e-06,2.330877792187725e-05,6.2130164719004915e-06,2.8340927948153854e-05,7.265376500704666e-06,1.6427475612764376e-05,1.5685739429382378e-05,5.349086767723136e-06,4.884063908918962e-06,3.56156075515657e-05,0.0
sej,0.0,0.0,0.0,4.4581497603740614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3570499349875748e-05,0.0,0.0,0.0,0.0
ubd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225442249574977e-06,5.2821945833562014e-06,0.0
tka,2.1051614286920266e-05,0.0,0.0,0.0,0.0,0.00016046802058556424,0.0,0.0,0.0,0.00023506397822397828,0.0,0.0,0.0,0.0,2.9546341092429723e-06,9.687913244060828e-05
fea,0.0,0.0,0.0,0.0,0.0005670618396691217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
att,8.420645714768107e-05,0.0,0.0,0.0,0.00014057292092234754,0.0014835104760257264,0.0,0.0,0.0,3.01364074646126e-06,0.0,0.0,0.0,0.00011344953481178053,0.0,0.0
edn,8.363413678426193e-06,0.0,0.0,0.0,1.2887769083621543e-05,5.85467920592139e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3772168137713664e-05
sdi,1.393902279737699e-06,0.0,0.0,0.0,2.1479615139369235e-06,1.95155973530713e-06,5.112396075286324e-06,4.837665622045058e-06,3.588164060480832e-06,0.0,0.0,2.261749891659554e-06,0.0,0.0,0.0,3.396024019673381e-06
osk,0.0,0.0,0.0,0.0,0.0,4.098275444120338e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01880720589589e-05
oos,0.0,3.831415805780425e-06,0.0,0.0,8.16225375296031e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.046999566638217e-06,0.0,0.0,7.042926111183939e-06,0.0
n_o,5.1914164414095665e-06,2.0512598508259584e-05,1.0525066771835418e-05,1.1207583058776034e-05,8.319809355579869e-05,5.087839808053821e-06,4.030236233327938e-05,3.648500533870374e-05,3.6416008216696595e-05,1.0534526277838176e-05,3.557005005406282e-05,1.7689575563264878e-05,6.894202032405246e-06,0.0,3.639482737079478e-05,5.359620064960669e-05
atc,0.0,0.0,0.0,0.0,0.00029212276589015356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ogm,0.0,0.0002931033091404406,0.0,0.0,0.0,0.0,1.5337188225766776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acu,0.0,0.0,0.0,0.00020061673921683277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002374837386228256,0.0,0.0,0.0,0.0
pt_,0.0,0.0,0.0,0.0,0.0002577553816708814,0.0,0.0,0.0,0.0,0.0,0.0,6.785249674937874e-06,0.0,0.0,0.0,0.0
adg,2.230243647540099e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhu,0.0,0.0,0.0,0.0,0.0,0.0,8.578968221753291e-06,6.764958972241562e-05,0.0002107419055291487,6.931373716860898e-05,0.0,0.0,0.0,0.0,0.00011523073026047592,0.0
oty,0.0,0.0,0.0,0.0,0.0,2.827853965704335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2522326657818435e-06,4.1007626779737396e-06
e_h,4.133821821961197e-05,4.590959994705747e-06,1.092329966150252e-06,0.00010772909096740737,0.0005411363674373547,0.0,1.020980539505352e-06,1.4491724772514134e-06,2.14974287458641e-06,6.455745325308259e-06,4.598007226229973e-06,0.00034350793055869336,2.2180671411805782e-06,0.0,4.641518048062741e-05,0.0
oll,2.787804559475398e-06,0.0,0.0,1.1888399361068963e-05,0.0003436738422299078,0.0,0.0,0.0,0.0,0.0,0.0,8.142299609974396e-05,0.0,0.0,0.0,0.0
r_z,0.0,0.0,0.0,0.0,1.9331653625316108e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.785249674937874e-06,0.0,0.0,0.0,0.0
puk,1.8372541430938654e-05,5.738699993382183e-06,8.738639729202016e-06,2.225807664615855e-06,0.0,5.436870994566455e-05,9.699315125300843e-06,1.304255229526272e-05,2.14974287458641e-06,4.303830216872172e-06,1.072868352786994e-05,0.0,6.654201423541735e-06,1.0548122260373005e-05,1.4768466516563266e-05,0.0
paj,0.0,0.0,0.0,6.101072680957677e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8235475616361964e-05,0.0,6.122760890281736e-05,0.0,0.0
m_g,4.027926199719461e-06,2.214310189524376e-06,3.5123480015198116e-06,0.0,1.9862122236238696e-05,6.767250791474748e-06,2.954633821083031e-06,5.591714824710441e-06,4.838695015538462e-06,0.0001702173923022236,1.5441827075998512e-05,0.0,3.566057845148757e-07,5.426737676576624e-06,2.713570099166911e-06,6.542273119410292e-07
dti,0.0,0.0,0.0,0.0,0.0,0.0,2.556198037627796e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.810414041691821e-05,0.0
zga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.332899696532547e-05,0.0,0.0,0.0,0.0
yet,0.0,0.0,0.0,0.0,0.0003479697652556899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03761441179178e-05
mm_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011350055655688523,0.0,0.0,0.0,0.0,0.0,0.0
wou,0.0,0.0,0.0,0.0,0.000695939530503013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y_e,6.981738746180399e-06,3.690516982540627e-07,3.5123480015198116e-07,0.0001663287977572435,1.6965562743453888e-05,1.127875131912458e-06,2.2980485275090243e-06,1.5532541179751229e-06,0.0,0.00015914634239638792,1.971297073531725e-06,0.0002078360474393165,3.922663629663633e-06,0.0,6.783925247917278e-07,2.944022903734631e-06
gyi,0.0,0.0,0.0,0.0,0.0,5.854679205886196e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6410972916781006e-05,0.0
owv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.754433627456993e-05
tla,1.1570434328413495e-06,0.0,9.08046743846867e-06,0.0,0.0,3.2398818889364746e-06,8.487344329628402e-06,4.015625284236495e-06,2.9784452773245677e-06,0.0,5.662656712201214e-06,0.0,0.0,1.052230190771443e-05,0.0,8.456863899685958e-06
udk,0.0,0.0,0.0,0.0,0.0,2.3418716823263235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ids,2.314086865682699e-06,0.0,7.5670561987238935e-06,0.0,6.775282772207352e-05,3.2398818889364746e-06,8.487344329628402e-06,5.3541670456486605e-06,7.446113193311419e-06,4.472182325403413e-06,0.0,0.0,0.0,0.0,1.0230774542757018e-05,0.0
ail,6.305122172890312e-05,0.0,3.003907406913193e-05,3.561292263385368e-06,2.123365056531832e-05,4.910722188640669e-05,3.5734318882687314e-06,0.0,2.14974287458641e-06,4.088638706028564e-05,1.5326690754099912e-06,1.355060870054017e-06,6.765104780600763e-05,1.6876995616596808e-05,1.582335698203207e-06,0.0
gdy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.382246090688894e-05,0.0,8.186233854069088e-05,0.0,0.0,0.0,0.0,0.0
_rc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001899869908959764,0.0,0.0,0.0,0.0
aon,7.53499499130896e-07,0.00010355711202226497,0.00020598545133281295,0.0,0.0,0.00015718777159891333,0.00013357398411212518,0.0,0.00018329673961234427,2.038688378150884e-05,0.00015949227475485465,0.0,0.00016910942407434362,0.0,0.0001732268341420027,2.386518169583944e-05
n_q,0.0,0.0,0.0,0.000653173663490763,1.0374815206311361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0007537850907225643,0.0,0.0,0.0,0.0
s_h,0.0,4.017089995367528e-05,8.19247474612689e-06,4.006453796308538e-05,0.00023357015621850152,0.0,4.083922158021408e-06,1.5940897249765547e-05,2.3109735901803906e-05,5.6487771596447254e-05,5.364341763934969e-05,0.00030217857402204583,1.719002034414948e-05,0.00010294967326124053,0.00034389429174283033,0.0
zis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002309296333336254
waa,5.274496493916272e-06,6.834769393469488e-05,4.336535817532904e-05,0.0,0.0,2.109902974482058e-06,4.605999452142248e-06,2.6150890748666012e-06,1.1637888229355192e-05,4.854019947978295e-06,0.0,0.0,1.801165463513719e-05,4.568280954787652e-05,1.2373345295857335e-05,0.0
gdi,1.0991912611886682e-05,0.00011846850198598122,1.2863995537706405e-05,0.0,0.0,3.4018759833504504e-05,4.243672164773224e-06,6.692708806996202e-06,2.233833957971856e-06,3.354136744020173e-05,9.909649246256438e-06,0.0,9.987600358297396e-06,1.6368025189619955e-05,1.1692313763037976e-05,0.0
nch,0.0,0.0,0.0,2.1533197697497684e-05,7.262370644417953e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0924421604674845e-05,0.0,0.0,0.0,0.0
pga,0.0,5.74712370863609e-06,0.0,0.0,0.0,2.3418716823544785e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fe_,0.0,0.0,0.0,0.00037683095970620945,0.00046167927668085563,0.0,0.0,0.0,0.0,0.0,0.0,0.00016386632407012269,0.0,0.0,0.0,0.0
unp,0.0,0.0,0.0,0.0,1.288776908354407e-05,0.0,0.0,0.0,5.3822460906888945e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ekr,0.0,9.644086830735035e-06,0.0,0.0,0.0,3.2748575629706987e-06,8.578968221753291e-06,1.3529917944483126e-05,0.0,2.1095485225228823e-05,0.0,0.0,0.0,0.0,0.0,0.0
ojo,0.0,0.0,0.0,0.00015432125016540005,1.0374815206311361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00039327917776829446,0.0,0.0,0.0,0.0
won,0.0,0.0003564224977808167,0.0001739565672137309,0.0,2.817931299929347e-05,0.0,8.536183621961586e-05,0.0,4.279406205585488e-05,0.0,5.085037246357785e-05,0.0,0.0,0.0,6.0897905915958246e-05,0.0
v_u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.046999566475066e-06,0.0,0.0,0.0,0.0
iec,0.0,0.0,0.0,0.0,0.00014820934446075682,0.0,0.0,0.0,0.0,0.0,0.0,4.0711498049627246e-05,0.0,0.0,0.0,0.0
tij,0.0,0.0,0.0,3.566519808256371e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rks,0.0,0.0,0.0,0.0,0.0001288776908338913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uva,0.0,0.0,0.0,8.916299520748123e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3570499349875748e-05,0.0,0.0,0.0,0.0
dun,6.713210332865768e-06,1.107155094762188e-06,5.198275042249321e-05,2.862802026802814e-07,8.275884265099457e-07,1.8046002110599327e-05,6.56585293574007e-06,2.5784018358387038e-05,1.8663537917076927e-05,1.0379109286720951e-06,3.285495122552875e-06,0.0,1.0698173535446272e-06,6.674887342189247e-05,4.748747673542095e-06,0.0
pai,5.970128907621002e-06,1.6053337962985763e-06,6.4508473762862235e-06,2.767304458957045e-07,7.999816688057566e-07,6.359799760067275e-06,5.5534751246644815e-06,4.9547538114289034e-06,5.679560914530661e-06,2.1737911366967666e-06,3.3346921925683893e-06,0.0,1.1203078302658524e-05,3.5408557000561224e-06,4.4263979234750405e-06,3.1620177374399225e-06
a_k,0.0005191416441409566,0.0002921707509263409,0.0004142123052141681,1.0654122166984624e-05,1.199972503208635e-06,0.00034233893565619274,0.00037811232063072743,0.0005106399306869607,0.0003740157908127691,0.000211192169665232,0.00033823306524622234,0.0,0.0004122732815378337,0.00033179129337562925,0.00028591251772372114,0.00037090468060170295
bbu,5.8543895748983354e-05,0.0,0.0,0.0,0.0,3.90311947061426e-05,0.0,0.0,0.0,8.261116458403284e-05,0.0,0.0,0.0,0.00025352653497602264,0.0,0.0
agd,-2.4005600437493396e-15,-6.87478689565911e-15,-2.5645495682161846e-15,-1.2059319060621283e-16,-1.7430742315958934e-16,-4.064814270415381e-15,-2.9348336021715764e-15,-2.0065064309110407e-15,-2.135320674720097e-15,-2.752813007818246e-15,-2.306646517644394e-15,-1.8354136835723325e-16,-1.7525347694589162e-15,-4.432239504069485e-15,-2.6036575739946645e-15,-6.124175482624806e-17
ian,0.0,8.488189059843443e-06,7.516424723252395e-05,4.580483242884503e-06,4.965530559059674e-06,9.023001055299664e-05,5.121365289877254e-05,7.176034025045066e-05,7.258042523307695e-05,1.38388123822946e-06,6.768119952458921e-05,1.8735744318428953e-05,6.882491641137101e-05,2.4148982660765977e-05,0.00015501269191490978,0.0
ior,0.0,0.0,0.0,7.177732565832561e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2773264814024536e-05,0.0,0.0,0.0,4.1007626779737396e-06
toc,0.0,0.0,0.0,1.3374449281122184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023069848894788773,0.0,0.0,0.0,0.0
mug,8.288494490439856e-06,7.248997841558547e-06,3.942305288666277e-06,0.0,0.0,1.3714369334133378e-05,1.8423997808568994e-06,2.092071259893281e-05,9.698240191129326e-07,1.2620451864743567e-05,9.219206633228593e-07,0.0,0.0,5.2535230980057995e-05,2.474669059171467e-05,0.0
iml,8.36341367837592e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528210808843835e-05
lls,0.0,0.0,0.0,0.0,3.4367384222371006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sir,-3.4060302191417333e-15,-3.817406793820762e-15,-6.082585514358899e-16,-4.957720058255416e-16,-4.454523036300617e-16,-8.974265272345646e-16,-6.91452942920005e-16,-8.287743953762995e-16,-1.811787239156446e-15,-1.2954414154438802e-16,-8.765256767048696e-16,-5.302306196986738e-16,-2.0028968793816185e-16,-2.412967065252728e-16,-1.2700768653632508e-14,-1.9949501634650306e-14
uog,0.0,0.0,0.0,0.0,0.0,4.713089942840558e-06,4.115542744319754e-06,0.0,0.0,0.0,0.0,0.0,4.470481941664833e-06,0.0,0.0,0.0
mmu,0.0007192535763446527,0.0,0.0,0.0,2.1479615139369237e-05,0.0006674334294750385,0.0,0.0,0.0,0.00044897372056539584,0.0,0.0,0.0,0.0,0.0,0.0
bon,1.7261459667686808e-05,2.6042081584399127e-05,1.2901694752572447e-05,1.660382675374227e-06,1.399967920410074e-06,1.1811056697267796e-05,2.8560729212560193e-05,2.1020167684849893e-06,4.343193640523447e-06,1.1705029197597974e-06,5.557820320947315e-06,6.317705558308884e-07,5.343006575114066e-06,0.0,1.2295549787430668e-05,1.2648070949759692e-06
rop,0.0,7.632869926613555e-05,6.431997768853203e-05,5.180838118251934e-05,8.023361177536498e-05,0.0,5.658229553030966e-05,5.822656662086695e-05,6.180273950388802e-05,6.261055255504322e-05,7.361453725790496e-05,4.318070687484243e-05,6.376698690297568e-05,0.0,5.846156881518988e-06,0.0
rms,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ogu,0.0,0.0,4.375733496013353e-05,0.0,0.0001632450750592062,0.0,0.0003578677252700427,0.0,0.0,0.0,0.0,9.046999566638217e-06,0.0,0.0,0.0,0.0
cth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4808819963839226e-05,0.0,0.0,0.0
ipc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5234997832375335e-05,0.0,0.0,0.0,0.0
avo,0.0,0.0,0.0,0.0001099676940898879,2.1479615139369237e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.071149804987198e-05,0.0,0.0,0.0,0.0005637399872657812
bum,2.661199895535104e-05,1.1131268643085581e-05,0.0,0.0,0.0,6.965746061213421e-05,1.4145573882714004e-06,0.0,2.3827562218596542e-05,1.937945674341479e-05,2.831328356100607e-06,0.0,0.0001690209291420495,0.0,2.6307705967089472e-05,0.0
wut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225110414638545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahs,0.0,0.0,0.0,0.0,1.9331653625316108e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09403602947945e-06
pl_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42819973988504e-05,0.0,0.0,0.0,0.0
oft,0.0,0.0,0.0,0.0,0.00012028584477829853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaw,4.6860259029622176e-05,1.11312686429781e-05,7.491385636664317e-05,0.0,0.0,0.00013526506886179173,2.2632918212123864e-05,3.680989843847911e-05,2.5316784857014367e-05,0.0,2.831328356073268e-05,0.0,0.00018669129900509743,0.00035658912020243474,0.00010596159347753167,2.325637572391182e-05
_ot,0.0,1.558785248817468e-05,0.0,0.00038996004706804294,0.00013690840145075657,1.3232978276565297e-06,1.733286073224264e-05,0.0,4.74441481866114e-05,0.0,4.625712654284637e-05,0.00030672581158418456,0.0,0.0,1.0745123232965732e-05,1.1513742384103701e-06
dud,7.462930141754642e-05,7.1558155562002075e-06,7.567056198650826e-07,6.7844308691394376e-06,0.0,4.859822833357786e-06,9.19462302367532e-06,0.0,1.4147615067155089e-05,7.453637208933717e-06,1.344880969134802e-05,5.632266114109882e-06,3.0731078025530443e-06,0.0,1.3884622593607597e-05,0.0
h_p,1.662430693063103e-06,2.2847596011590813e-06,0.0,0.0,0.0001152790077243824,0.0,0.0,0.0,0.0,0.0,2.034014898543114e-05,0.0,2.207708280042468e-06,1.6798176337065095e-05,0.0,2.0251256658203287e-06
bde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792048039224277e-06
eyt,0.00017981339408508227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006724127558912874
fav,0.0,0.0,0.0,0.00011843258733623726,1.5562222809467045e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.7311054011687114e-05,0.0,0.0,0.0,0.0
ugl,3.7425092065636034e-05,0.0,0.0,0.0,0.0,2.292400294079489e-05,1.7157936443506582e-05,0.0,0.0,6.02728149292252e-06,0.0,0.0,0.0,0.0,1.1818536436971889e-05,0.0
ywa,7.805852766531115e-05,0.0,0.0,0.0,0.0,0.00011319046464781356,0.0,0.0,0.0,0.0,0.0,0.0,2.5915434937186e-05,0.0,0.0,0.0004992155308919871
u_j,1.6831631379452435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184884320934969e-05,0.0,0.00020409202967605785,0.0,0.0
hta,0.0,0.0,0.0,0.0,8.591846055747694e-06,0.0,0.0,0.0,7.176328120961664e-06,0.0,6.8218615450985815e-06,0.0,0.0,0.0,0.0,1.0188072059020144e-05
pna,1.393902279737699e-06,0.0,7.292889160022256e-06,0.0,0.0,1.95155973530713e-05,2.0449584301145296e-05,2.418832811022529e-05,0.0,0.0,1.7054653862746454e-06,0.0,0.0,0.0,3.5214630555919693e-06,1.6980120098366903e-05
yla,3.324861386126206e-06,0.0,1.7395656721373092e-05,0.0,2.561755727208498e-06,1.163759056313183e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.103854140021234e-05,7.055234061567339e-05,0.0,8.910552929609446e-05
upd,0.0,0.0,0.0,0.0,0.0,1.95155973530713e-05,8.861486530496295e-05,0.0,3.588164060480832e-06,0.0,0.0,0.0,0.0,0.0,1.4085852222367877e-05,0.0
w_d,3.517722214421662e-05,7.381033965081254e-06,4.566052401975755e-06,0.0,2.0689710662748638e-06,2.7444961543203146e-05,3.282926467870035e-06,2.485206588760196e-06,2.419347507769231e-06,1.833642640654035e-05,2.5298312443657136e-05,0.0,3.209452060633882e-06,2.3334972009279486e-05,8.479906559896596e-06,1.4065887206732128e-05
ieb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013570499349712598,0.0,0.0,0.0,0.0
ao_,0.0,8.263727990470343e-05,0.00011414848146270134,0.00028000660420867454,0.0,0.0004694416568426735,5.10490269752676e-07,5.313632416588516e-06,5.374357186466025e-07,2.2595108638578903e-05,6.335032178361297e-05,6.775304350270085e-07,0.00020849831127097435,0.0,5.274452327344023e-07,0.0013865988627560874
ifi,0.0,0.0,0.0,0.0001634654912146982,0.0001804287671707016,1.1709358411842781e-05,0.0,0.0,0.0,0.0,0.0,0.00041616198006535793,0.0,0.0,0.0,0.0
tko,3.4711302985240484e-06,0.0,4.540233719234335e-06,0.0,0.0,6.47976377787295e-05,9.901901717899802e-06,6.692708807060826e-06,1.3403003747960554e-05,2.9814548836022752e-06,5.662656712201214e-06,0.0,0.0,0.0,7.307696101969298e-06,0.0
gay,6.417829078219674e-05,3.8012324920168456e-05,0.00017070011287386282,0.0002367537276165927,0.0,8.985405217569249e-05,7.682047934815881e-05,2.7647923299957182e-05,0.00016728059910861543,0.00016710365951620731,7.293799172067383e-05,0.0,0.0002246616442443717,6.78342209572078e-05,1.7977401906980787e-05,0.00032907633790633765
u_w,0.00024655299952014583,0.0,2.5799279098816067e-06,0.0,0.00012461728965849843,0.0,2.411410719234556e-06,0.0,0.0,2.541258603165751e-06,0.0,0.0,0.0,0.00012356929084071026,0.0,0.0
mku,6.732652551780974e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.894381295396326e-06,0.0,0.0,0.0,0.0,0.0,3.401533827934297e-06,0.0,0.0
olv,0.0,0.0,0.0,0.000384008692272042,2.0749630412622723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00035504370215193244,0.0,0.0,0.0,0.0
lvi,0.0,0.0,0.0,8.916299520748123e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032569198439701797,0.0,0.0,0.0,0.0
ghu,0.0,8.573318868496074e-05,8.901185843692006e-05,0.0,0.0,0.0,8.897535175884556e-05,9.075455566802387e-05,0.0001849105262657675,1.2177458641931993e-06,0.00017693350902638736,0.0,3.388987608355929e-05,0.00028651536761206665,9.67061090966916e-05,0.0
iot,0.0,5.164829994043965e-06,3.2769898984507555e-06,4.006453796308539e-06,4.504107695673583e-06,5.26148805925786e-06,3.0629416185160556e-06,2.8983449545028268e-06,4.8369214678194225e-06,3.2278726626541294e-06,3.576227842623313e-06,4.7427130451890604e-06,3.3271007117708673e-06,0.0,3.164671396406414e-06,0.0
bi_,2.0116738710462072e-05,9.150402638901884e-05,4.7532559614740595e-06,2.5320835799456962e-05,1.399967920410074e-06,4.542714114333768e-06,1.31696695813472e-05,9.909507622857807e-06,7.650702643691302e-05,0.00011320435381105468,7.6221535830134605e-06,4.1065086129007755e-05,0.00020734312612458774,3.094970167456463e-05,3.278813276648178e-06,0.0
jar,0.0,3.690516982540627e-07,7.024696003039623e-07,6.298164458966191e-06,4.1379421325497284e-07,3.7595837730415267e-07,6.56585293574007e-07,6.21301647190049e-07,3.456210725384616e-07,3.45970309557365e-07,3.285495122552875e-07,1.5250024445232867e-05,3.566057845148757e-07,5.616673495256806e-05,3.391962623958639e-07,0.0
ig_,3.8546267077466025e-05,1.6945190072040526e-05,3.0217127183656522e-05,0.0,2.799935840820148e-06,1.2356182390987848e-05,2.253124193435304e-05,2.2972040398443098e-05,1.302958092157034e-05,6.671866642630845e-05,1.445033283446302e-05,1.2635411116617769e-06,5.946249252949524e-05,1.0491424296462585e-05,1.786953235773257e-05,3.0039168505679268e-06
x_d,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.471252843146704e-05
lga,1.403440952461351e-05,0.0,3.0594981016360297e-06,4.987397241146399e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.933992634465225e-05,0.0,3.7816511603926844e-05,0.0,0.0
ebr,0.0,7.66283161156085e-06,0.0,0.000160493391374431,0.0,0.0,0.0,0.0,3.588164060480832e-06,0.0,0.0,9.046999566638218e-05,0.0,0.0,0.0,0.0
nex,0.0,0.0,0.0,0.0,1.9331653625316108e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0355749024813623e-05,0.0,0.0,0.0,0.0
muk,0.0,7.950906173555786e-06,6.053644958920661e-06,2.467065770596159e-06,0.0,1.6199409444525953e-06,2.829114776515483e-06,2.0078126420988606e-06,5.956890554591616e-06,6.708273488040345e-06,2.123496267054951e-06,0.0,1.8438646815318268e-05,1.3445163548616391e-05,1.2423083373227851e-05,0.0
g_f,0.0,2.7107985202573067e-05,0.0,2.1028163627915932e-06,0.0001854062114431318,0.0,1.2057053596172781e-05,1.3690956528345997e-05,0.0,0.0,0.0,0.0,2.0955035569301392e-05,0.0,0.0,0.0
dei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.046999566475066e-06,0.0,0.0,0.0,0.0
sfi,0.0,0.0,0.0,0.0,1.9331653625316108e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0355749024813623e-05,0.0,0.0,0.0,0.0
vag,0.0,0.0,0.0,1.3374449281122184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03761441179178e-05
voz,0.0,0.0,0.0,6.818845937540933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001256308484537607,0.0,0.0,0.0,0.00026654957406829305
_aj,0.0,0.0,0.0,0.00013820264257159592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0355749024813623e-05,0.0,0.0,0.0,0.0
hut,0.0,1.590181234726512e-06,9.08046743846867e-06,1.2335328853099904e-06,1.2480784054066176e-05,0.0,2.8291147765428007e-06,4.015625284236495e-06,5.9568905546491355e-06,0.0,2.831328356100607e-06,0.0,0.0,4.676578625650858e-06,0.0,0.0
om_,0.0,8.70962007879588e-05,8.780870003799529e-05,5.725604053605628e-07,0.0002143454024660759,1.954983561981594e-05,8.929559992606494e-05,1.242603294380098e-06,7.534539381338464e-05,2.0412248263884538e-05,7.8851882941269e-05,3.398576876366181e-05,2.674543383861568e-05,0.0,8.64950469109453e-05,4.7431480115724616e-05
