ngram,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
siq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011761099436417586,0.0,0.0,0.0,0.0
tud,8.861437639382814e-06,3.690516982540627e-07,6.778831642933236e-05,2.5765218241225324e-06,5.131048244361663e-05,5.63937565956229e-06,1.90409735136462e-05,1.926035106289152e-05,7.603663595846155e-06,4.497614024245746e-06,4.501128317897439e-05,5.185008311379175e-05,0.0,1.6280213029729873e-05,1.6959813119793194e-06,0.0
uig,0.0,0.0,5.675841401739534e-05,0.0,0.0,0.0,5.7873857261629345e-05,4.335469567309566e-05,3.554170689405214e-05,0.0,4.1026057080154646e-05,0.0,0.0,0.0,5.481302503592173e-05,0.0
atn,8.481423183493016e-05,0.0,2.321935118893446e-05,0.0,0.0,0.0003313836249054191,2.411410719234556e-06,0.0,0.0,0.0,0.0,0.0,4.714883003092814e-05,0.0,0.0,7.208252004441768e-05
ej_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002623629874277769,0.0,0.0,0.0,0.0
mef,0.0,0.0,0.0,0.0,3.4367384222371006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hac,0.0,0.0,0.0,0.0025901850107773296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009974317022158675,0.0,0.0,0.0,0.0
lso,3.4711302985240484e-06,7.950906173632559e-06,3.480845851412991e-05,1.4802394623719884e-05,0.0002531816193824853,0.0,1.5560131270985405e-05,0.0,0.0,0.0,0.0,3.37935966849856e-05,0.0,0.0,1.4615392203938596e-06,1.4094773166143262e-06
era,0.0,5.5357754738109404e-05,1.2995687605623302e-05,0.00010105691154613933,2.0275916449493667e-05,6.391292414170596e-06,1.2146827931119129e-05,1.4911239532561178e-05,1.5898569336769233e-05,1.7298515477868252e-05,1.6098926100509086e-05,0.00021698606210645622,1.7830289225743786e-06,0.0,6.7839252479172776e-06,2.1262387638083447e-05
mla,1.9949168316757235e-05,2.2847596011590813e-06,0.0,0.0,0.0,0.0,6.0972740156868475e-06,5.769618092867521e-06,0.0,7.282341652231618e-05,0.0,0.0,0.0,3.3596352674130185e-06,0.0,0.0002916180958781273
l_e,1.77518159654505e-05,2.710798520257307e-06,0.0,0.0002544407798977828,6.078892178463337e-05,0.0,0.0,0.0,0.0,0.00012452167155512178,0.0,0.0007137027830841964,0.0,0.0,0.0,0.0
tyr,0.0,0.0,0.0,0.0,5.7994960875948314e-05,0.0,0.0,0.0,0.0,0.0,4.604756542913862e-05,0.0,0.0,0.0,0.0,0.0
apa,-8.295128946987247e-15,-1.1832233727453493e-14,-1.239532291304489e-14,-1.1121372022572962e-15,-1.9367491462176592e-16,-1.965540060629429e-14,-1.287639035926587e-14,-1.455444157494168e-14,-1.751933553577171e-14,-1.2695325871350028e-14,-1.2963353429161494e-14,-1.4479374614848398e-15,-2.722270675226183e-14,-8.394585421747648e-15,-7.906228486886237e-15,-1.5785062306465438e-14
fin,0.0,0.0,0.0,6.818845937540933e-05,0.0002645577877609397,0.0,0.0,0.0,0.0,0.0,0.0,0.00018025295647713496,0.0,0.0,0.0,0.0
ukk,0.0,0.0,0.0,0.0,0.0,0.00022833248902956165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.802898024617479e-05,0.0,0.0
yop,0.0,5.747123708670636e-06,2.3701889770072334e-05,0.0,0.0,0.0,1.1928924175668088e-05,0.0,1.0764492181442497e-05,0.0,3.581477311176755e-05,0.0,5.5533074865398565e-06,0.0,3.6975362083715676e-05,5.603439632461079e-05
wio,0.0,3.831415805780425e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.176328120961664e-06,0.0,3.4109307725492908e-06,0.0,0.0,0.0,3.5214630555919693e-06,0.0
ekc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792048039224277e-06
aiw,2.1611599009820336e-05,4.5695192023181625e-05,0.0,0.0,0.0,0.0,6.0972740156868475e-06,1.5385648247646723e-05,2.139703102792744e-06,0.0,0.0,0.0,1.103854140021234e-05,0.0,2.099927790205457e-05,0.0
eyy,0.00014635973937157857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268414971340383
mmi,0.0,0.0,0.0,0.0,8.16225375296031e-05,0.0001170935841184278,0.0,0.0,0.0,0.00020473201657782053,0.0,0.0,0.0,1.4084807498667924e-05,0.0,0.0
hph,0.0,0.0,0.0,0.0,2.577553816708814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2821945833562014e-06,0.0
umc,0.0,0.0,0.0,0.0,1.7183692111185503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wid,1.280949148522523e-05,0.0,0.0,0.0,1.5094561024543406e-05,7.701145856859512e-05,9.211998904284497e-07,8.71696358288867e-06,2.909472057338798e-06,0.0003028908447538456,1.8438413266457186e-06,0.0,6.0038848783790625e-05,3.0455206365251013e-06,1.9035915839780513e-06,0.0
g_s,-8.672180262759394e-16,-1.4924160497109222e-14,-1.9332758283475854e-14,-5.493689794283028e-16,-1.2395194535793021e-15,-9.50216322954245e-16,-2.6244480589052635e-14,-1.1951799175426634e-14,-1.2536920628091482e-14,-1.991741176244966e-15,-1.0410664616301697e-14,-4.078697074605183e-17,-2.3400511874108575e-14,-9.054976408027343e-15,-1.00018553147356e-15,-1.2814837197392407e-14
nev,0.0,6.854278803477243e-06,0.0,8.861650614126936e-06,6.660564890742095e-05,6.982554337879098e-06,0.0,0.0,4.279406205585488e-06,0.0,8.136059594172456e-06,5.394929751653091e-06,0.0,0.0,0.0,0.0
deb,0.0,0.0,0.0,9.807929472881894e-05,3.866330725086462e-05,7.80623894122852e-06,0.0,0.0,0.0,0.0,0.0,0.00022165148938263629,0.0,0.0,0.0,0.0
ie_,0.0,0.0,0.0,0.0,5.155107633417628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006310282197692224,0.0,0.0,0.0,0.0
j_l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.785249674937874e-06,0.0,9.718517174022446e-05,0.0,0.0
z_f,0.0,0.0,0.0,5.944199680427285e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_eq,0.0,0.0,0.0,1.0766598848748842e-05,1.0374815206311361e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6386632407012268e-05,0.0,0.0,0.0,0.0
mys,0.0,0.0,0.0,0.0,6.014292238914927e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aqu,0.0,0.0,1.084133954383226e-05,0.0005221525399647708,0.0,1.054951487241029e-06,1.1054398685141395e-05,1.2203749016044138e-05,7.75859215290346e-06,7.766431916765272e-06,4.609603316614297e-06,0.00031421603283933295,5.003237398649219e-06,0.0,8.56616212790123e-06,0.0
_em,4.1621904063767764e-05,1.107155094762188e-06,5.6197568024316986e-06,7.157005067007035e-06,2.482765279529837e-06,6.391292414170596e-06,5.580974995379059e-06,5.281064001115417e-06,6.912421450769232e-07,5.53552495291784e-06,6.8995397573610375e-06,1.830002933427944e-05,7.132115690297514e-07,0.0,5.766336460729686e-06,0.0
agi,-9.212620482032807e-15,-5.1992735065160604e-15,-2.712504350997887e-15,-1.0719394720552252e-16,-5.810247438652979e-17,-5.115331205237019e-14,-2.612155562142241e-15,-3.765834533376519e-15,-4.8853548770111325e-15,-2.2022504062545967e-14,-4.3057401662695355e-15,-6.118045611907774e-17,-5.5747296476121715e-15,-3.111457531510097e-15,-4.50877287203954e-15,-7.655219353281008e-17
loj,0.0,0.0,0.0,4.458149760374061e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.785249674937874e-06,0.0,0.0,0.0,0.0
ggw,0.0,0.0,0.0,0.0,0.0,0.0,0.00017285279526142966,0.00011683143886188977,0.0,0.0,4.118762861567608e-06,0.0,0.0,0.0,0.0,0.0
oek,0.0,0.0,0.0,0.0,0.0,3.903119470543873e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5234997832375335e-05,0.0,0.0,0.0,0.0
_ga,-8.219718683832818e-15,-9.914893663588766e-15,-9.534863779265302e-15,-1.4350589682139326e-14,-4.086540698519262e-15,-5.5605251491396554e-15,-7.467691783536054e-15,-8.767560708980852e-15,-9.17217289822951e-15,-1.0897900907421645e-14,-2.7525981777223102e-15,-1.9781680811835137e-15,-6.960066655851125e-15,-1.2445830126040386e-15,-4.127749812430565e-15,-1.2248350965249613e-16
okd,0.0,0.0,0.0,0.0,0.0,1.1709358411772392e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07522882358356e-05
t_r,1.9514631916327787e-05,0.0,0.0,1.4860499201336204e-06,0.0001718369211149539,2.3418716823685562e-05,0.0,9.675331244090115e-05,0.0,5.38768464678475e-06,0.0,3.392624837489331e-05,0.0,0.0,0.0,3.226222818689712e-05
olu,0.0,0.0,3.977347532126839e-05,0.0,0.0,0.0,8.578968221753291e-05,0.0,0.0,3.01364074646126e-06,0.0,4.554454739506361e-05,0.0,0.0,2.9546341092429723e-06,0.0
pec,1.1151218237901592e-05,0.0,0.0,0.0003180146829085947,1.7183692111495388e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00043425597919863443,0.0,0.0,0.0,0.0
ohi,0.0,0.0,2.321935118893446e-05,4.415914361862345e-05,0.0,0.0,2.411410719234556e-06,4.563652176115332e-06,0.0,0.0,0.0,3.200460910691464e-06,0.0,0.0,1.2457505689982213e-05,0.0
fax,0.0,2.0711422404452995e-06,0.0,1.6066231998916025e-06,0.0,1.054951487241029e-06,1.8423997808568994e-06,1.743392716577734e-06,9.698240191129326e-07,9.70803989595659e-07,9.219206633228593e-07,2.445260955948116e-06,1.0006474797298438e-06,0.0,9.517957919890257e-07,0.0
_m_,0.00021466095107960562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021838081768300855,0.0,0.0012213449414961593,0.0,0.0008169188349227395,0.0,0.0
yau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3366287772377955e-05,0.0,4.337153485416539e-06,0.0,0.0,0.0,0.000547646946297422,0.0,0.0
rfe,0.0,0.0,0.0,0.0,7.088272995949238e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0355749024813623e-05,0.0,0.0,0.0,0.0
_ng,0.003029269030602349,0.00010407257890764569,0.0010308741384460645,0.0,0.0,0.0008658321429314636,0.0014540081326196383,0.0016688162243524718,5.218878195330771e-05,0.00013804215351338864,0.00229721818968897,2.0914319239176503e-05,0.0012099634268589734,6.891956849252313e-05,0.0026369117438654454,0.0001053305972225057
l_s,-2.0109403507847874e-16,-1.5373267178735196e-15,-1.90697275585306e-15,-3.1220237123608433e-15,-2.9438587022508425e-15,-1.2317619001258732e-16,-2.2126494173440157e-15,-7.706147886832259e-16,-8.897169478000406e-16,-9.87774079275959e-16,-1.3686102671356738e-15,-6.240406524145931e-15,-3.955721336778697e-15,-4.203642624203437e-15,-1.4288364735336572e-16,-1.5310438706562016e-17
ods,0.0,0.0,3.646444580011128e-06,0.0,5.155107633448617e-05,0.0,3.408264050190883e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7607315277959846e-05,0.0
huo,0.0,0.0,7.292889160022256e-06,0.0,0.0,0.0,5.7940488853245005e-05,0.0,3.588164060480832e-06,0.0,5.1163961588239364e-05,0.0,0.0,0.0,0.0,0.0
ufr,0.0,0.0,0.0,0.00021533197697497683,0.0,4.713089942840558e-06,0.0,0.0,0.0,0.0,0.0,5.462210802337423e-05,0.0,0.0,0.0,0.0
amz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010188072058836415
cbu,0.00012266340061470543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d_t,-1.834983070091118e-15,-4.836533494433544e-16,-1.3151536247262486e-16,-2.679848680138063e-16,-3.672076381228682e-14,-3.2905639331934037e-15,-1.9975307239911256e-16,-3.736754730029982e-15,-7.926569171309452e-16,-8.03173677575206e-15,-2.7679758211732725e-16,-5.302306196986738e-16,-2.16980495266342e-16,-1.206483532626364e-15,-2.222634514385689e-16,-9.18626322393721e-17
aph,0.0,0.0,0.0,0.0,4.5107191792404245e-05,0.0,0.0,0.0,2.1528984362755578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dte,1.2545120517563878e-05,0.0,0.0,0.0,0.0,5.854679205886196e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cut,0.0,0.0,0.0,4.6655261677911646e-05,0.00011931037487258067,0.0,0.0,0.0,0.0,0.0,0.0,9.285758363973619e-05,0.0,0.0,0.0,0.0
laj,0.0,0.0,0.0,8.916299520640928e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ow_,0.0,0.0,0.0,0.0,0.001986777112008626,0.0,0.0,0.0,0.0,4.337153485416539e-06,0.0,0.0,0.0,0.0,0.0,0.0001148213549832647
mi_,-2.4131284209417446e-15,-1.6409667213256669e-15,-1.6275026105987325e-15,-1.5141145042780054e-15,-1.9367491462176595e-17,-2.60429658883756e-15,-1.38290588584001e-15,-1.5266896756931833e-15,-1.164720368029144e-15,-2.8337780962834885e-15,-1.860694857566478e-15,-3.324138115803224e-15,-2.1864957599916e-15,-1.3715812791962875e-15,-1.5558441600699823e-15,-2.296565805984302e-16
ll_,0.0,0.0,0.0,0.0,0.007941921040431347,0.0,0.0,0.0,0.0,1.7348613941666156e-05,0.0,0.0006609275070828282,0.0,0.0,0.0,0.0
sp_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0775369293504726e-05,0.0,0.0005563904733449057,0.0,0.0,0.0,0.0
yat,0.00015597439632009547,1.0355711202226497e-06,9.855763221665693e-07,1.7672855198807627e-05,0.0,0.00024158389057819566,1.1975598575569845e-05,0.0,0.0,8.154753512603536e-05,1.8438413266457187e-05,0.0,1.9012302114867032e-05,0.0001233435857792666,0.0,0.00029097163836850395
pin,-3.695102894567047e-15,-9.310326976784573e-15,-1.8412150746167478e-15,-6.297644398324448e-16,-5.810247438652978e-16,-4.469536037599597e-15,-1.2446152972560088e-15,-1.875647315851625e-15,-2.636797499843757e-15,-7.384016068030118e-15,-3.429214489564666e-15,-4.282631928335442e-16,-1.1950618046976992e-14,-7.365899462350433e-16,-3.222820045859249e-15,-1.1942142191118372e-15
zit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.075228823534566e-05
bci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.396024019612138e-05
o_e,0.00015595238576932168,0.0,1.23627581162389e-06,0.001253514983340169,9.904012019841965e-05,0.0,2.3110480976323523e-06,0.0,0.0,5.114532629611437e-05,2.312856327142319e-06,0.0017544716422615355,0.0,0.0,2.387805162881274e-06,2.0724736291386662e-05
gic,0.0009311267228479912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jew,0.0,0.0,0.0,0.0,0.00013746953688948402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imk,0.0,0.0,0.0,0.0,0.0,7.806238941087745e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ufu,0.0,0.0,0.0,3.588866282916281e-06,5.187407603155681e-06,0.0,0.0,0.0,0.0,0.0,4.118762861567608e-06,0.0,0.0,0.0,0.0,0.0
ulm,7.889695984644667e-06,0.0,0.0,0.0,0.0,2.2092241660361276e-05,3.375975006928378e-05,9.127304352230664e-06,1.2693466747875765e-05,0.0,0.0,0.0,0.0,1.195831846845583e-05,0.0,0.0
iga,2.621665302911831e-05,4.8160013888957285e-06,2.3426761524407866e-05,5.257878472018386e-06,0.0,1.9261107844775178e-05,8.88556019946317e-06,1.2011524391342797e-05,2.1883014111868138e-05,4.68201167903919e-06,1.2385999572396873e-05,1.4109542413556509e-05,5.0155319785748165e-05,4.589998129702381e-06,1.508254107258162e-05,1.8972106424639537e-06
tiz,0.0,0.0,0.0,0.0,0.00019331653625316106,0.0,0.0,0.0,0.0,0.0,0.0,0.00020355749024813624,0.0,0.0,0.0,0.0
tef,0.0,0.0,0.0,0.0,8.591846055592751e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oct,0.0,0.0,0.0,2.1533197697497684e-05,1.5562222809467045e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6386632407012268e-05,0.0,0.0,0.0,0.0
bey,0.0004516243386350145,3.831415805780425e-06,0.0,0.0,4.725515330661232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0188072059020144e-05
owf,0.0,0.0,0.0,0.0,6.873476844474201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlo,0.0,0.0,0.0,0.0,2.577553816708814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00033926248374689373,0.0,0.0,0.0,0.0
cr_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6187998265900265e-05,0.0,0.0,0.0,0.0
_ny,3.944847992322334e-06,1.0843194081029228e-05,0.0,0.0,0.0,0.0,0.0,2.281826088057666e-06,0.0,0.0004243901867286804,0.0,0.0,0.0,3.388190232729152e-05,0.0,0.00376511029698675
une,0.005625459151115915,0.0,0.0,0.0,1.4417735479215132e-05,0.00013426916008179863,0.0,0.0,0.0,3.01364074646126e-06,0.0,7.590757899177269e-06,0.0,0.0,0.0,0.0
cme,6.133170030735272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fee,0.0,0.0,0.0,0.0,0.0003093064580013391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
umd,1.2545120517639289e-05,0.0,5.6519890990172476e-05,0.0,0.0,2.3418716823685562e-05,8.520660125477207e-05,2.7413438524921992e-05,3.5881640604808326e-05,0.0,3.240384233921826e-05,0.0,0.0,0.0,4.9300482778287574e-05,0.0
mub,1.393902279737699e-05,1.9157079028902124e-06,7.292889160022256e-06,0.0,0.0,0.0,0.0,0.0,1.794082030240416e-06,7.1835795290463334e-06,0.0,0.0,1.8511024955132856e-05,2.8169614997335847e-05,1.7607315277959846e-05,0.0
seb,8.099304029889446e-06,0.0,2.2701168596171676e-05,0.0,0.0,4.859822833404712e-06,2.8291147765428007e-06,2.6770835228243302e-06,0.0,1.4907274418011376e-06,0.0,7.509688152219023e-06,0.0,0.0,2.776924518748333e-05,2.8189546332286523e-05
teh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014043897979285583,1.0232792317647871e-05,0.0,0.0,0.0,7.042926111183939e-06,0.00022413758529844316
ash,0.0,0.0,0.0,2.4936986205731995e-06,0.0001081330160941135,0.0,0.0,0.0,0.0,0.0,1.1447574199407823e-05,0.0,6.212566182414686e-06,3.308944765343599e-05,0.0,0.0
low,0.0,0.0,0.0,0.0,0.00047205409188716695,0.0,8.231085488639508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2806101423789916e-05
kga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1550738586750362e-05,0.0,0.0,0.0,0.0,0.0,0.0
fil,0.0,2.2954799973528736e-06,2.184659932300504e-06,1.780646131692684e-06,4.8901740695884616e-05,1.7538293530859532e-06,1.5314708092580278e-06,1.932229969668551e-06,1.6123071559398074e-06,1.6139363313270647e-06,2.0435587672133217e-06,3.387652175135043e-06,1.6635503558854337e-06,0.0,2.1097809309376093e-06,0.0
_et,0.0,0.0,0.0,5.052569728454309e-05,5.584699936236002e-05,0.0,0.0,0.0,0.0,3.5917897645231667e-06,0.0,7.237599653310573e-05,0.0,0.0,0.0,0.0
zow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037614411767283e-05
rps,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ntl,0.0,0.0,0.0,0.0,6.873476844474201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rpo,0.0,0.0,0.0,0.0004042055782763447,8.591846055747694e-06,3.90311947061426e-06,0.0,0.0,0.0,0.0,0.0,0.00017189299176612613,0.0,0.0,0.0,0.0
b_w,3.944847992322334e-06,0.0,2.5799279098816067e-06,0.0,1.2157784356926676e-05,0.0,2.411410719234556e-06,0.0,0.0,0.0,2.4132974753032146e-06,0.0,0.0,3.587495540536749e-05,0.0,0.0
idh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.450220829277089e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erz,0.0,0.0,0.0,4.4581497603740614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.785249674937875e-05,0.0,0.0,0.0,0.0
noz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.392624837468937e-05,0.0,0.0,0.0,0.0005654379992722189
aih,0.0,1.9157079028902124e-06,1.823222290005564e-06,0.0,0.0,0.0,6.816528100381766e-06,6.45022082939341e-06,0.0,0.0,6.8218615450985815e-06,0.0,1.6659922459619572e-05,5.633922999467169e-06,3.6975362083715676e-05,0.0
oyi,0.0,0.0,0.0,0.0,0.0,0.0,4.4307432652481476e-05,9.675331244090116e-06,0.0,0.00015803874963901934,0.0,0.0,0.0,0.0,4.57790197226956e-05,0.0
iba,3.04995715932812e-05,6.225127721202257e-05,2.9538090617731656e-05,2.0754783442177837e-06,0.0,5.142352377425826e-05,5.109197114691323e-05,3.243111585662555e-05,3.223986048542405e-05,1.287553211735777e-05,6.986974117762339e-05,2.653436334489732e-05,5.084473998898869e-05,0.0002276639072332381,3.737847135378923e-05,6.324035474879846e-07
_vy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037614411767283e-05
wbr,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
htn,0.0,0.0,0.0,0.0,3.4367384222371006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mok,0.0,0.0,5.2969393391067254e-05,0.0,1.782969150580882e-06,3.4018759833832984e-05,1.4145573882714004e-06,0.0,2.2338339579934256e-05,7.4536372090056885e-06,1.4156641780503035e-06,0.0,3.073107802582718e-06,0.0,2.3384627526301754e-05,0.0
_pi,-5.932274034815122e-15,-9.223960307241118e-15,-4.290688700669386e-15,-3.5641987445836235e-15,-1.2976219279658318e-15,-6.493144873520673e-15,-3.979695827028473e-15,-4.434670010346865e-15,-5.241241656131148e-15,-1.0363531323551044e-14,-4.259607235916647e-15,-4.017516618486105e-15,-8.946272727904564e-15,-1.104884919352565e-14,-4.683408441026988e-15,-2.526222386582733e-15
_af,0.0,0.0,0.0,0.00036247549457454437,0.0006173015047755261,0.0,0.0,0.0,0.0,0.0,0.0,0.00015840411326778524,0.0,0.0,0.0,0.0
esk,1.6373477778715765e-05,0.0,3.0594981016360297e-06,0.0,0.0,3.602343319267768e-05,0.0,0.0,0.0,0.0,0.00017743740009082125,0.0,0.0001801644192900259,0.0,0.0,0.0
veh,0.0,0.0,0.0,0.0,2.5937038015778404e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.462210802337422e-06,0.0,0.0,0.0,0.00011072059230529098
alu,3.997390659885366e-05,2.6220452006210076e-05,1.8673505562933808e-05,5.119513249070533e-06,3.5999175096259043e-06,4.996985525767145e-05,3.284483859444422e-05,3.7235725613162666e-05,4.560353322549619e-05,3.093472002222322e-05,3.0171024599428285e-05,4.211803705539257e-06,2.3440286910177835e-05,3.999855513026361e-05,1.6885888374738117e-05,0.0
hen,0.0,1.0903529987426149e-05,0.0,0.00020744527434219767,0.0003995786970018993,1.2276805471601673e-05,6.636373506784787e-06,2.415287462085689e-06,1.074871437293205e-06,1.022159676507141e-05,1.4304911370493252e-05,2.0325913050810254e-06,1.330840284708347e-05,0.0,6.329342792812828e-06,8.74889964761728e-05
y_h,0.0,2.4971859053533406e-06,7.469402225173522e-06,3.722024497297226e-05,5.1798813055172736e-05,3.634171291467014e-07,3.649426510493802e-06,4.2040335369699785e-06,6.681836370036072e-06,7.390889864769006e-05,4.112787037501014e-05,2.674495353017428e-05,4.2399342499292265e-05,2.0064848966984694e-05,7.656029000973495e-05,4.743026606159884e-07
exa,0.0,0.0,0.0,1.1888399361068963e-05,7.30306914738554e-05,0.0,0.0,0.0,0.0,0.0,3.4109307725492908e-06,1.3570499349957326e-05,0.0,0.0,0.0,0.0
oug,0.0,0.0,0.0,0.0,0.0015637159821178808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wse,1.672682735655074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038902098135842786,0.0,0.0,0.0,0.0
rfl,0.0,0.0,0.0,0.0,1.7183692111185503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saq,0.0,0.0,2.1878667480066766e-05,8.916299520801721e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8093999133276433e-05,0.0,0.0,1.7607315277959846e-05,0.0
cap,0.0,8.034179990735056e-06,7.646309763051763e-06,2.0477430514465864e-05,1.3512323087020747e-05,8.769146765429766e-06,7.146863776537463e-06,6.762804893839929e-06,8.061535779699037e-06,7.5317028795263024e-06,7.663345377049957e-06,1.5583200005621195e-05,7.763234994132025e-06,0.0,7.384233258281633e-06,0.0
eor,0.0,0.0,0.0,5.349779712448874e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7496747724565126e-05,0.0,0.0,0.0,0.0
heo,0.0,0.0,0.0,0.0,8.591846055592751e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lse,2.572975079512477e-05,0.0,1.8356988609816177e-05,0.0,9.371528061489836e-05,0.00012444458739288656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7727804655457833e-05,0.0
omk,0.0,0.0,1.6409000609951436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010697475661906845
bdo,0.0,0.0,1.6409000609951436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.139675390551815e-05,0.0,0.0,0.0,0.0,0.0
vta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3584096078448554e-05
